MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
"","","","","","",S3795,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,S3795,S3795,S3795 7W Incan Med 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),Satco Prod Inc,Satco,"",S3795,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Satco Prod Inc, Cut-Off Disc, S3795, High Performance Component",MFR MTL COD,Satco S3795 Cut-Off Disc,"Satco Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Satco S3795 Cut-Off Disc,"Engineered for industrial professionals, the Satco Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",S4726,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,S4726,S4726,S4726 7W Incan Cand 27K 4pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),Satco Prod Inc,Satco,"",S4726,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Satco Prod Inc, Cut-Off Disc, S4726, High Performance Component",MFR MTL COD,Satco S4726 Cut-Off Disc,"Satco Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Satco S4726 Cut-Off Disc,"Engineered for industrial professionals, the Satco Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",S11429,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,S11429,S11429,S11429 60W Led Bulb 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),Satco Prod Inc,Satco,"",S11429,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Satco Prod Inc, Cut-Off Disc, S11429, High Performance Component",MFR MTL COD,Satco S11429 Cut-Off Disc,"Satco Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Satco S11429 Cut-Off Disc,"Engineered for industrial professionals, the Satco Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",S21354,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,S21354,S21354,S21354 8W Led T9 Med 27k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Prod Inc,Satco Prod Inc,"",S21354,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Satco Prod Inc, Cut-Off Disc, S21354, High Performance Component",MFR MTL COD,Satco Prod Inc S21354 Cut-Off Disc,"Satco Prod Inc Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Satco Prod Inc S21354 Cut-Off Disc,"Engineered for industrial professionals, the Satco Prod Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",S21363,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,S21363,S21363,S21363 8W Led Edison ST19 27K,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Prod Inc,Satco Prod Inc,"",S21363,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Satco Prod Inc, Cut-Off Disc, S21363, High Performance Component",MFR MTL COD,Satco Prod Inc S21363 Cut-Off Disc,"Satco Prod Inc Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Satco Prod Inc S21363 Cut-Off Disc,"Engineered for industrial professionals, the Satco Prod Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",S11445,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,S11445,S11445,S11445 12W Led Med 30k Motion,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),Satco Prod Inc,Satco Prod Inc,"",S11445,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Satco Prod Inc, Cut-Off Disc, S11445, High Performance Component",MFR MTL COD,Satco Prod Inc S11445 Cut-Off Disc,"Satco Prod Inc Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Satco Prod Inc S11445 Cut-Off Disc,"Engineered for industrial professionals, the Satco Prod Inc Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",567313,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,567313,567313,567313 50W Led MR16 30K 3pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",567313,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 567313, High Performance Component",MFR MTL COD,Philips 567313 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 567313 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",586875,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,586875,586875,586875 60W Led Multi CCT 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",586875,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 586875, High Performance Component",MFR MTL COD,Philips 586875 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 586875 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",576355,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,576355,576355,576355 60/100/150 Led Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",576355,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 576355, High Performance Component",MFR MTL COD,Philips 576355 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 576355 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",576363,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,576363,576363,576363 100/150/200 Led Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",576363,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 576363, High Performance Component",MFR MTL COD,Philips 576363 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 576363 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",565374,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,565374,565374,565374 75W Led A19 Med 27k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",565374,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 565374, High Performance Component",MFR MTL COD,Philips 565374 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 565374 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",565390,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,565390,565390,565390 75W Led A19 Med 50k 4pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",565390,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 565390, High Performance Component",MFR MTL COD,Philips 565390 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 565390 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",576371,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,576371,576371,576371 100/150/200 Led Med 50k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",576371,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 576371, High Performance Component",MFR MTL COD,Philips 576371 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 576371 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",576496,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,576496,576496,576496 45W Led R20 Med 27k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",576496,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 576496, High Performance Component",MFR MTL COD,Philips 576496 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 576496 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",564856,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,564856,564856,564856 40W Led ST19 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",564856,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 564856, High Performance Component",MFR MTL COD,Philips 564856 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 564856 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","",565796,Abrasives,Abrasive Wheels & Discs,Cut-Off Wheels,565796,565796,565796 60W Led A19 Med 20k,-- Unbranded --,-- No Unilog Brand --,Philips,Phillips Lighting (5831),Phillips Lighting,Philips,"",565796,"",Abrasives & Cutting Tools > Abrasives > Cut-Off Wheels,"Phillips Lighting, Cut-Off Disc, 565796, High Performance Component",MFR MTL COD,Philips 565796 Cut-Off Disc,"Philips Cut-Off Disc, Aluminum Oxide Construction, Designed for Metal Cutting.",Philips 565796 Cut-Off Disc,"Engineered for industrial professionals, the Philips Cut-Off Disc offers superior durability and performance in demanding metal cutting operations.","","","","","","","","","","","","","","","","","","","","","","","",Metal Cutting,"",Cut-Off Disc,Material,Aluminum Oxide,"",Application,Metal Cutting,"",Grade,Industrial,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31191600,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
